path,Title,Artist,Album,Year,Duration,Genre,Format,Bitrate
Various Artists/Save Stereogum_ An '00s Covers Comp/30 Such A Fool (22-20s Cover).mp3,Such A Fool (22-20s Cover),El-P,Save Stereogum: An '00s Covers Comp,2020,02:31,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/31 Pieces Of Me (Ashlee Simpson Cover) 2.mp3,Pieces Of Me (Ashlee Simpson Cover),Bethany Cosentino,Save Stereogum: An '00s Covers Comp,2020,04:24,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/31 Pieces Of Me (Ashlee Simpson Cover).mp3,Pieces Of Me (Ashlee Simpson Cover),Bethany Cosentino,Save Stereogum: An '00s Covers Comp,2020,04:24,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/32 The Living Room Is Empty (French Kicks Cover) 2.mp3,The Living Room Is Empty (French Kicks Cover),Hamilton Leithauser,Save Stereogum: An '00s Covers Comp,2020,02:43,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/32 The Living Room Is Empty (French Kicks Cover).mp3,The Living Room Is Empty (French Kicks Cover),Hamilton Leithauser,Save Stereogum: An '00s Covers Comp,2020,02:43,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/33 Commissioning A Symphony In C (Cake Cover) 2.mp3,Commissioning A Symphony In C (Cake Cover),Sad13,Save Stereogum: An '00s Covers Comp,2020,02:58,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/33 Commissioning A Symphony In C (Cake Cover).mp3,Commissioning A Symphony In C (Cake Cover),Sad13,Save Stereogum: An '00s Covers Comp,2020,02:58,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/34 You Know You're Right (Nirvana Cover) 2.mp3,You Know You're Right (Nirvana Cover),Bill MacKay,Save Stereogum: An '00s Covers Comp,2020,03:20,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/34 You Know You're Right (Nirvana Cover).mp3,You Know You're Right (Nirvana Cover),Bill MacKay,Save Stereogum: An '00s Covers Comp,2020,03:20,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/35 Imaginary Friends (Ron Sexsmith Cover) 2.mp3,Imaginary Friends (Ron Sexsmith Cover),Bedouine,Save Stereogum: An '00s Covers Comp,2020,03:26,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/35 Imaginary Friends (Ron Sexsmith Cover).mp3,Imaginary Friends (Ron Sexsmith Cover),Bedouine,Save Stereogum: An '00s Covers Comp,2020,03:26,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/36 No One Knows (Queens Of The Stone Age Cover) 2.mp3,No One Knows (Queens Of The Stone Age Cover),Anna Calvi,Save Stereogum: An '00s Covers Comp,2020,04:01,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/36 No One Knows (Queens Of The Stone Age Cover).mp3,No One Knows (Queens Of The Stone Age Cover),Anna Calvi,Save Stereogum: An '00s Covers Comp,2020,04:01,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/37 Leave The Pieces (The Wreckers Cover) 2.mp3,Leave The Pieces (The Wreckers Cover),Soccer Mommy,Save Stereogum: An '00s Covers Comp,2020,02:51,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/37 Leave The Pieces (The Wreckers Cover).mp3,Leave The Pieces (The Wreckers Cover),Soccer Mommy,Save Stereogum: An '00s Covers Comp,2020,02:51,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/38 Anthem Part Two (Blink-182 Cover) 2.mp3,Anthem Part Two (Blink-182 Cover),Julien Baker,Save Stereogum: An '00s Covers Comp,2020,03:30,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/38 Anthem Part Two (Blink-182 Cover).mp3,Anthem Part Two (Blink-182 Cover),Julien Baker,Save Stereogum: An '00s Covers Comp,2020,03:30,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/39 Just Another Day (Brian Eno Cover) 2.mp3,Just Another Day (Brian Eno Cover),Mary Lattimore,Save Stereogum: An '00s Covers Comp,2020,05:19,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/39 Just Another Day (Brian Eno Cover).mp3,Just Another Day (Brian Eno Cover),Mary Lattimore,Save Stereogum: An '00s Covers Comp,2020,05:19,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/40 Death Of An Heir Of Sorrows (Silver Jews Cover) 2.mp3,Death Of An Heir Of Sorrows (Silver Jews Cover),Dirty Projectors,Save Stereogum: An '00s Covers Comp,2020,02:17,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/40 Death Of An Heir Of Sorrows (Silver Jews Cover).mp3,Death Of An Heir Of Sorrows (Silver Jews Cover),Dirty Projectors,Save Stereogum: An '00s Covers Comp,2020,02:17,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/41 Mary (The Duchess & The Duke Cover) 2.mp3,Mary (The Duchess & The Duke Cover),The New Pornographers,Save Stereogum: An '00s Covers Comp,2020,02:58,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/41 Mary (The Duchess & The Duke Cover).mp3,Mary (The Duchess & The Duke Cover),The New Pornographers,Save Stereogum: An '00s Covers Comp,2020,02:58,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/42 Crossing With Switchblades (Scared Of Chaka Cover) 2.mp3,Crossing With Switchblades (Scared Of Chaka Cover),Jeff Rosenstock,Save Stereogum: An '00s Covers Comp,2020,02:47,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/42 Crossing With Switchblades (Scared Of Chaka Cover).mp3,Crossing With Switchblades (Scared Of Chaka Cover),Jeff Rosenstock,Save Stereogum: An '00s Covers Comp,2020,02:47,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/43 The Shadow Proves The Sunshine (Switchfoot Cover) 2.mp3,The Shadow Proves The Sunshine (Switchfoot Cover),Ryley Walker,Save Stereogum: An '00s Covers Comp,2020,04:14,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/43 The Shadow Proves The Sunshine (Switchfoot Cover).mp3,The Shadow Proves The Sunshine (Switchfoot Cover),Ryley Walker,Save Stereogum: An '00s Covers Comp,2020,04:14,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/44 Under Control (The Strokes Cover) 2.mp3,Under Control (The Strokes Cover),Rostam,Save Stereogum: An '00s Covers Comp,2020,03:16,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/44 Under Control (The Strokes Cover).mp3,Under Control (The Strokes Cover),Rostam,Save Stereogum: An '00s Covers Comp,2020,03:16,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/45 I'm With You (Avril Lavigne Cover) 2.mp3,I'm With You (Avril Lavigne Cover),Half Waif,Save Stereogum: An '00s Covers Comp,2020,04:07,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/45 I'm With You (Avril Lavigne Cover).mp3,I'm With You (Avril Lavigne Cover),Half Waif,Save Stereogum: An '00s Covers Comp,2020,04:07,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/46 Aaron And Maria (American Analog Set Cover) 2.mp3,Aaron And Maria (American Analog Set Cover),Death Cab For Cutie,Save Stereogum: An '00s Covers Comp,2020,02:40,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/46 Aaron And Maria (American Analog Set Cover).mp3,Aaron And Maria (American Analog Set Cover),Death Cab For Cutie,Save Stereogum: An '00s Covers Comp,2020,02:40,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/47 We Will Become Silhouettes (The Postal Service Cover) 2.mp3,We Will Become Silhouettes (The Postal Service Cover),Laura Stevenson,Save Stereogum: An '00s Covers Comp,2020,03:11,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/47 We Will Become Silhouettes (The Postal Service Cover).mp3,We Will Become Silhouettes (The Postal Service Cover),Laura Stevenson,Save Stereogum: An '00s Covers Comp,2020,03:11,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/48 Walk Idiot Walk (The Hives Cover) 2.mp3,Walk Idiot Walk (The Hives Cover),White Reaper,Save Stereogum: An '00s Covers Comp,2020,03:29,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/48 Walk Idiot Walk (The Hives Cover).mp3,Walk Idiot Walk (The Hives Cover),White Reaper,Save Stereogum: An '00s Covers Comp,2020,03:29,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/49 Beverly Hills (Weezer Cover) 2.mp3,Beverly Hills (Weezer Cover),Ratboys,Save Stereogum: An '00s Covers Comp,2020,03:16,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/49 Beverly Hills (Weezer Cover).mp3,Beverly Hills (Weezer Cover),Ratboys,Save Stereogum: An '00s Covers Comp,2020,03:16,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/50 Don't Lie (The Mantles Cover) 2.mp3,Don't Lie (The Mantles Cover),Ty Segall,Save Stereogum: An '00s Covers Comp,2020,04:09,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/50 Don't Lie (The Mantles Cover).mp3,Don't Lie (The Mantles Cover),Ty Segall,Save Stereogum: An '00s Covers Comp,2020,04:09,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/51 My Backwards Walk (Live) (Frightened Rabbit Cover) 2.mp3,My Backwards Walk (Live) (Frightened Rabbit Cover),The National,Save Stereogum: An '00s Covers Comp,2020,03:37,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/51 My Backwards Walk (Live) (Frightened Rabbit Cover).mp3,My Backwards Walk (Live) (Frightened Rabbit Cover),The National,Save Stereogum: An '00s Covers Comp,2020,03:37,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/52 Photograph (Nickelback Cover) 2.mp3,Photograph (Nickelback Cover),Mac DeMarco,Save Stereogum: An '00s Covers Comp,2020,04:03,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/52 Photograph (Nickelback Cover).mp3,Photograph (Nickelback Cover),Mac DeMarco,Save Stereogum: An '00s Covers Comp,2020,04:03,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/53 Machine Gun (Portishead Cover) 2.mp3,Machine Gun (Portishead Cover),Sharon Van Etten,Save Stereogum: An '00s Covers Comp,2020,04:24,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/53 Machine Gun (Portishead Cover).mp3,Machine Gun (Portishead Cover),Sharon Van Etten,Save Stereogum: An '00s Covers Comp,2020,04:24,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/54 This Year (The Mountain Goats Cover) 2.mp3,This Year (The Mountain Goats Cover),Laura Jane Grace & The Devouring Mothers,Save Stereogum: An '00s Covers Comp,2020,03:49,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/54 This Year (The Mountain Goats Cover).mp3,This Year (The Mountain Goats Cover),Laura Jane Grace & The Devouring Mothers,Save Stereogum: An '00s Covers Comp,2020,03:49,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/55 Wrecking Ball (Gillian Welch Cover) 2.mp3,Wrecking Ball (Gillian Welch Cover),Jason Isbell & Amanda Shires,Save Stereogum: An '00s Covers Comp,2020,05:06,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/55 Wrecking Ball (Gillian Welch Cover).mp3,Wrecking Ball (Gillian Welch Cover),Jason Isbell & Amanda Shires,Save Stereogum: An '00s Covers Comp,2020,05:06,Unavailable,mp3,320.0
Yann Tiersen/Amélie/01 J'Y Suis Jamias Allé.mp3,J'Y Suis Jamias Allé,Yann Tiersen,Amélie,2001,01:34,Soundtrack,mp3,192.0
Yann Tiersen/Amélie/02 Les Jours Tristes [Instrumental].mp3,Les Jours Tristes [Instrumental],Yann Tiersen,Amélie,2001,03:03,Soundtrack,mp3,192.0
Yann Tiersen/Amélie/03 La Valse d'Amélie.mp3,La Valse d'Amélie,Yann Tiersen,Amélie,2001,02:15,Soundtrack,mp3,192.0
Yann Tiersen/Amélie/04 Comptine d'Un Autre Été.mp3,Comptine d'Un Autre Été,Yann Tiersen,Amélie,2001,02:20,Soundtrack,mp3,192.0
Yann Tiersen/Amélie/05 La Noyée.mp3,La Noyée,Yann Tiersen,Amélie,2001,02:02,Soundtrack,mp3,192.0
Yann Tiersen/Amélie/06 L' Autre Valse d'Amélie.mp3,L' Autre Valse d'Amélie,Yann Tiersen,Amélie,2001,01:33,Soundtrack,mp3,192.0
Yann Tiersen/Amélie/07 Guilty.mp3,Guilty,Yann Tiersen,Amélie,2001,03:12,Soundtrack,mp3,192.0
Yann Tiersen/Amélie/08 A Quai.mp3,A Quai,Yann Tiersen,Amélie,2001,03:31,Soundtrack,mp3,192.0
Yann Tiersen/Amélie/09 Le Moulin.mp3,Le Moulin,Yann Tiersen,Amélie,2001,04:27,Soundtrack,mp3,192.0
Yann Tiersen/Amélie/10 Pas Si Simple.mp3,Pas Si Simple,Yann Tiersen,Amélie,2001,01:52,Soundtrack,mp3,192.0
Yann Tiersen/Amélie/11 La Valse D'Amélie [Orchestra Version].mp3,La Valse D'Amélie [Orchestra Version],Yann Tiersen,Amélie,2001,02:00,Soundtrack,mp3,192.0
Yann Tiersen/Amélie/12 La Valse des Vieux Os.mp3,La Valse des Vieux Os,Yann Tiersen,Amélie,2001,02:20,Soundtrack,mp3,192.0
Yann Tiersen/Amélie/13 La Dispute.mp3,La Dispute,Yann Tiersen,Amélie,2001,04:14,Soundtrack,mp3,192.0
Yann Tiersen/Amélie/14 Si Tu N'Étais Pas Là.mp3,Si Tu N'Étais Pas Là,Yann Tiersen,Amélie,2001,03:28,Soundtrack,mp3,192.0
Yann Tiersen/Amélie/15 Soir de Fête.mp3,Soir de Fête,Yann Tiersen,Amélie,2001,02:55,Soundtrack,mp3,192.0
Yann Tiersen/Amélie/16 La Redécouverte.mp3,La Redécouverte,Yann Tiersen,Amélie,2001,01:13,Soundtrack,mp3,192.0
Yann Tiersen/Amélie/17 Sur le Fil.mp3,Sur le Fil,Yann Tiersen,Amélie,2001,04:23,Soundtrack,mp3,192.0
Yann Tiersen/Amélie/18 Le Banquet.mp3,Le Banquet,Yann Tiersen,Amélie,2001,01:30,Soundtrack,mp3,192.0
Yann Tiersen/Amélie/19 La Valse D'Amélie [Piano Version].mp3,La Valse D'Amélie [Piano Version],Yann Tiersen,Amélie,2001,02:38,Soundtrack,mp3,192.0
Yann Tiersen/Amélie/20 La Valse des Monstres.mp3,La Valse des Monstres,Yann Tiersen,Amélie,2001,03:39,Soundtrack,mp3,192.0
"Akademie für Alte Musik Berlin & Andreas Scholl/Handel_ Ombra Mai Fù (Airs, scènes célèbres et musique instrumentale)/06 Serse_ Recitativo _Frondi Tenere_.m4a","Serse: Recitativo ""Frondi Tenere""",Akademie für Alte Musik Berlin & Andreas Scholl,"Handel: Ombra Mai Fù (Airs, scènes célèbres et musique instrumentale)",1999,00:40,Classical,m4a,256.0
Alfred Deller/Purcell_ Music for a While/12 Music for a While.m4a,Music for a While,"Alfred Deller, Wieland Kuijken & William Christie",Purcell: Music for a While,1979,04:04,Classical,m4a,256.0
Anaïs Mitchell/Young Man In America/03 Coming Down.m4a,Coming Down,Anaïs Mitchell,Young Man In America,2012,03:06,Singer/Songwriter,m4a,256.0
Angus & Julia Stone/A Book Like This/04 Just a Boy.m4a,Just a Boy,Angus & Julia Stone,A Book Like This,2007,03:59,Pop,m4a,256.0
Angus & Julia Stone/Down the Way/1-04 Big Jet Plane.m4a,Big Jet Plane,Angus & Julia Stone,Down the Way,2010,03:59,Singer/Songwriter,m4a,256.0
Angus & Julia Stone/Down the Way/1-07 And the Boys.m4a,And the Boys,Angus & Julia Stone,Down the Way,2009,04:09,Singer/Songwriter,m4a,256.0
Architecture In Helsinki/Moment Bends (Deluxe Version)/15 W.O.W. (feat. Sally Seltmann) [Invisible Version].m4a,W.O.W. (feat. Sally Seltmann) [Invisible Version],Architecture In Helsinki,Moment Bends (Deluxe Version),2012,03:03,Alternative,m4a,256.0
Bat for Lashes/The Haunted Man/05 Laura.m4a,Laura,Bat for Lashes,The Haunted Man,2012,04:26,Alternative,m4a,256.0
"BBC Philharmonic Orchestra, Sir Andrew Davis, Paul Watkins, Peter Dixon, Steven Burnard, Daniel Bell & Steven Bingham/Elgar_ Cello Concerto/01 Cello Concerto in E Minor, Op. 85_ I. Adagio - Moderato.m4a","Cello Concerto in E Minor, Op. 85: I. Adagio - Moderato","BBC Philharmonic Orchestra, Sir Andrew Davis & Paul Watkins",Elgar: Cello Concerto,2012,07:19,Classical,m4a,256.0
Ben Folds/Rockin' the Suburbs/03 Still Fighting It.m4a,Still Fighting It,Ben Folds,Rockin' the Suburbs,2001,04:25,Rock,m4a,256.0
Ben Folds/Rockin' the Suburbs/12 The Luckiest.m4a,The Luckiest,Ben Folds,Rockin' the Suburbs,2001,04:25,Rock,m4a,256.0
Bernard Fanning/Tea & Sympathy/04 Songbird.m4a,Songbird,Bernard Fanning,Tea & Sympathy,2005,02:36,Rock,m4a,256.0
"Bombay Bicycle Club/So Long, See You Tomorrow/02 It's Alright Now.m4a",It's Alright Now,Bombay Bicycle Club,"So Long, See You Tomorrow",2014,04:09,Alternative,m4a,256.0
"Bombay Bicycle Club/So Long, See You Tomorrow/03 Carry Me.m4a",Carry Me,Bombay Bicycle Club,"So Long, See You Tomorrow",2013,04:25,Alternative,m4a,256.0
"Bombay Bicycle Club/So Long, See You Tomorrow/06 Luna.m4a",Luna,Bombay Bicycle Club,"So Long, See You Tomorrow",2014,03:10,Alternative,m4a,256.0
Coldplay/A Rush of Blood to the Head/04 The Scientist.m4a,The Scientist,Coldplay,A Rush of Blood to the Head,2006,05:09,Alternative,m4a,256.0
Coldplay/A Rush of Blood to the Head/05 Clocks.m4a,Clocks,Coldplay,A Rush of Blood to the Head,2006,05:07,Alternative,m4a,256.0
Coldplay/Parachutes/05 Yellow.m4a,Yellow,Coldplay,Parachutes,2006,04:29,Alternative,m4a,256.0
Coldplay/Parachutes/06 Trouble.m4a,Trouble,Coldplay,Parachutes,2000,04:30,Alternative,m4a,256.0
Coldplay/Prospekt's March [EP]/01 Life In Technicolor II.m4a,Life In Technicolor II,Coldplay,Prospekt's March [EP],2008,04:05,Alternative & Punk,m4a,256.0
Coldplay/Prospekt's March [EP]/02 Postcards From Far Away.m4a,Postcards From Far Away,Coldplay,Prospekt's March [EP],2008,00:48,Alternative & Punk,m4a,256.0
Coldplay/Prospekt's March [EP]/03 Glass Of Water.m4a,Glass Of Water,Coldplay,Prospekt's March [EP],2008,04:44,Alternative & Punk,m4a,256.0
Coldplay/Prospekt's March [EP]/04 Rainy Day.m4a,Rainy Day,Coldplay,Prospekt's March [EP],2008,03:26,Alternative & Punk,m4a,256.0
Coldplay/Prospekt's March [EP]/05 Prospekt's March.m4a,Prospekt's March,Coldplay,Prospekt's March [EP],2008,03:39,Alternative & Punk,m4a,256.0
Coldplay/Prospekt's March [EP]/07 Lovers In Japan (Osaka Sun Mix).m4a,Lovers In Japan (Osaka Sun Mix),Coldplay,Prospekt's March [EP],2008,03:58,Alternative & Punk,m4a,256.0
Coldplay/Prospekt's March [EP]/08 Now My Feet Wont Touch The Ground.m4a,Now My Feet Wont Touch The Ground,Coldplay,Prospekt's March [EP],2008,02:29,Alternative & Punk,m4a,256.0
Coldplay/Viva La Vida Or Death And All His Friends/01 Life In Technicolor.m4a,Life In Technicolor,Coldplay,Viva La Vida Or Death And All His Friends,2008,02:30,Alternative,m4a,256.0
Coldplay/Viva La Vida Or Death And All His Friends/02 Cemeteries Of London.m4a,Cemeteries Of London,Coldplay,Viva La Vida Or Death And All His Friends,2008,03:21,Alternative,m4a,256.0
Coldplay/Viva La Vida Or Death And All His Friends/03 Lost!.m4a,Lost!,Coldplay,Viva La Vida Or Death And All His Friends,2008,03:55,Alternative,m4a,256.0
Coldplay/Viva La Vida Or Death And All His Friends/04 42.m4a,42,Coldplay,Viva La Vida Or Death And All His Friends,2008,03:57,Alternative,m4a,256.0
Coldplay/Viva La Vida Or Death And All His Friends/05 Lovers In Japan _ Reign Of Love.m4a,Lovers In Japan / Reign Of Love,Coldplay,Viva La Vida Or Death And All His Friends,2008,06:51,Alternative,m4a,256.0
Coldplay/Viva La Vida Or Death And All His Friends/06 Yes.m4a,Yes,Coldplay,Viva La Vida Or Death And All His Friends,2008,07:06,Alternative,m4a,256.0
Coldplay/Viva La Vida Or Death And All His Friends/07 Viva La Vida 2.m4a,Viva La Vida,Coldplay,Viva La Vida Or Death And All His Friends,2008,04:01,Alternative & Punk,m4a,256.0
Coldplay/Viva La Vida Or Death And All His Friends/07 Viva la Vida.m4a,Viva la Vida,Coldplay,Viva La Vida Or Death And All His Friends,Unavailable,04:01,Alternative,m4a,256.0
Coldplay/Viva La Vida Or Death And All His Friends/08 Violet Hill 2.m4a,Violet Hill,Coldplay,Viva La Vida Or Death And All His Friends,Unavailable,03:42,Alternative,m4a,256.0
Coldplay/Viva La Vida Or Death And All His Friends/08 Violet Hill.m4a,Violet Hill,Coldplay,Viva La Vida Or Death And All His Friends,2008,03:42,Alternative & Punk,m4a,256.0
Coldplay/Viva La Vida Or Death And All His Friends/09 Strawberry Swing.m4a,Strawberry Swing,Coldplay,Viva La Vida Or Death And All His Friends,2008,04:09,Alternative,m4a,256.0
Coldplay/Viva La Vida Or Death And All His Friends/10 Death And All His Friends.m4a,Death And All His Friends,Coldplay,Viva La Vida Or Death And All His Friends,2008,06:18,Alternative,m4a,256.0
Compilations/Fantasia on Greensleeves/1-07 Capriol Suite_ I. Basse-danse.m4a,Capriol Suite: I. Basse-danse,"Academy of St. Martin in the Fields, Nicholas Kraemer & Sir Neville Marriner",Fantasia on Greensleeves,1993,01:36,Classical,m4a,256.0
Compilations/Fantasia on Greensleeves/1-08 Capriol Suite_ II. Pavane.m4a,Capriol Suite: II. Pavane,Academy of St. Martin in the Fields & Sir Neville Marriner,Fantasia on Greensleeves,1997,02:10,Classical,m4a,256.0
Compilations/Fantasia on Greensleeves/1-09 Capriol Suite_ III. Tordion.m4a,Capriol Suite: III. Tordion,"Academy of St. Martin in the Fields, Nicholas Kraemer & Sir Neville Marriner",Fantasia on Greensleeves,1993,01:06,Classical,m4a,256.0
Compilations/Fantasia on Greensleeves/1-10 Capriol Suite_ IV. Bransles.m4a,Capriol Suite: IV. Bransles,"Academy of St. Martin in the Fields, Nicholas Kraemer & Sir Neville Marriner",Fantasia on Greensleeves,1997,01:59,Classical,m4a,256.0
Compilations/Fantasia on Greensleeves/1-11 Capriol Suite_ V. Pied-en-l'air.m4a,Capriol Suite: V. Pied-en-l'air,"Academy of St. Martin in the Fields, Nicholas Kraemer & Sir Neville Marriner",Fantasia on Greensleeves,1993,02:24,Classical,m4a,256.0
Compilations/Fantasia on Greensleeves/1-12 Capriol Suite_ VI. Mattachins (Sword Dance).m4a,Capriol Suite: VI. Mattachins (Sword Dance),"Academy of St. Martin in the Fields, Nicholas Kraemer & Sir Neville Marriner",Fantasia on Greensleeves,1997,00:59,Classical,m4a,256.0
"Compilations/Mozart Through the Ages/08 Piano Concerto No. 23 in A Major, K. 488_ II. Andante.m4a","Piano Concerto No. 23 in A Major, K. 488: II. Andante",Berlin Symphony Orchestra & Karl Brazda,Mozart Through the Ages,2011,05:54,Classical,m4a,256.0
"Compilations/Vivaldi_ The Four Seasons/04 Four Seasons, Op. 8, Summer_ Allegro.m4a","Four Seasons, Op. 8, Summer: Allegro",London Philharmonic Orchestra & Itzhak Perlman,Vivaldi: The Four Seasons,1990,06:14,Classical,m4a,256.0
Counting Crows/August and Everything After/03 Mr. Jones.m4a,Mr. Jones,Counting Crows,August and Everything After,1993,04:32,Rock,m4a,256.0
Daughter/If You Leave/02 Smother.m4a,Smother,Daughter,If You Leave,2012,04:01,Alternative,m4a,256.0
"Emmanuel Pahud, Gautier Capuçon, Jérôme Ducros, Philippe Jaroussky & Renaud Capuçon/Opium - Mélodies Françaises/01 À Chloris.m4a",À Chloris,Jérôme Ducros & Philippe Jaroussky,Opium - Mélodies Françaises,2009,03:04,Classical,m4a,256.0
Evermore/03 Running.m4a,Running,Evermore,Evermore,2000,04:24,Rock,m4a,256.0
"Florence + the Machine/How Big, How Blue, How Beautiful (Deluxe)/01 Ship To Wreck.m4a",Ship To Wreck,Florence + the Machine,"How Big, How Blue, How Beautiful (Deluxe)",2015,03:54,Pop,m4a,256.0
"Florence + the Machine/How Big, How Blue, How Beautiful (Deluxe)/02 What Kind of Man.m4a",What Kind of Man,Florence + the Machine,"How Big, How Blue, How Beautiful (Deluxe)",2015,03:36,Pop,m4a,256.0
"Florence + the Machine/How Big, How Blue, How Beautiful (Deluxe)/03 How Big, How Blue, How Beautiful.m4a","How Big, How Blue, How Beautiful",Florence + the Machine,"How Big, How Blue, How Beautiful (Deluxe)",2015,05:34,Pop,m4a,256.0
"Florence + the Machine/How Big, How Blue, How Beautiful (Deluxe)/04 Queen of Peace.m4a",Queen of Peace,Florence + the Machine,"How Big, How Blue, How Beautiful (Deluxe)",2015,05:07,Pop,m4a,256.0
"Florence + the Machine/How Big, How Blue, How Beautiful (Deluxe)/05 Various Storms & Saints.m4a",Various Storms & Saints,Florence + the Machine,"How Big, How Blue, How Beautiful (Deluxe)",2015,04:09,Pop,m4a,256.0
"Florence + the Machine/How Big, How Blue, How Beautiful (Deluxe)/06 Delilah.m4a",Delilah,Florence + the Machine,"How Big, How Blue, How Beautiful (Deluxe)",2015,04:53,Pop,m4a,256.0
"Florence + the Machine/How Big, How Blue, How Beautiful (Deluxe)/07 Long & Lost.m4a",Long & Lost,Florence + the Machine,"How Big, How Blue, How Beautiful (Deluxe)",2015,03:15,Pop,m4a,256.0
"Florence + the Machine/How Big, How Blue, How Beautiful (Deluxe)/08 Caught.m4a",Caught,Florence + the Machine,"How Big, How Blue, How Beautiful (Deluxe)",2015,04:24,Pop,m4a,256.0
"Florence + the Machine/How Big, How Blue, How Beautiful (Deluxe)/09 Third Eye.m4a",Third Eye,Florence + the Machine,"How Big, How Blue, How Beautiful (Deluxe)",2015,04:20,Pop,m4a,256.0
"Florence + the Machine/How Big, How Blue, How Beautiful (Deluxe)/10 St Jude.m4a",St Jude,Florence + the Machine,"How Big, How Blue, How Beautiful (Deluxe)",2015,03:45,Pop,m4a,256.0
"Florence + the Machine/How Big, How Blue, How Beautiful (Deluxe)/11 Mother.m4a",Mother,Florence + the Machine,"How Big, How Blue, How Beautiful (Deluxe)",2015,05:50,Pop,m4a,256.0
"Florence + the Machine/How Big, How Blue, How Beautiful (Deluxe)/12 Hiding (Bonus Track).m4a",Hiding (Bonus Track),Florence + the Machine,"How Big, How Blue, How Beautiful (Deluxe)",2015,03:52,Pop,m4a,256.0
"Florence + the Machine/How Big, How Blue, How Beautiful (Deluxe)/13 Make Up Your Mind (Bonus Track).m4a",Make Up Your Mind (Bonus Track),Florence + the Machine,"How Big, How Blue, How Beautiful (Deluxe)",2015,04:01,Pop,m4a,256.0
