path,Title,Artist,Album,Year,Duration,Genre,Format,Bitrate
Phoenix/Wolfgang Amadeus Phoenix/09 Armistice.mp3,Armistice,Phoenix,Wolfgang Amadeus Phoenix,2009,03:06,Alternative Rock,mp3,320.0
Regina Spektor/Songs/01 Samson.mp3,Samson,Regina Spektor,Songs,2002,03:51,Vocal,mp3,143.77974771038535
Regina Spektor/Songs/02 Oedipus.mp3,Oedipus,Regina Spektor,Songs,2002,04:49,Vocal,mp3,152.32262612301312
Regina Spektor/Songs/03 Prisoners.mp3,Prisoners,Regina Spektor,Songs,2002,03:01,Vocal,mp3,138.75852887090844
Regina Spektor/Songs/04 Reading Time With Pickle.mp3,Reading Time With Pickle,Regina Spektor,Songs,2002,05:33,Vocal,mp3,156.60478001521278
Regina Spektor/Songs/05 Consequence of Sounds.mp3,Consequence of Sounds,Regina Spektor,Songs,2002,05:08,Vocal,mp3,153.9698132780083
Regina Spektor/Songs/06 Daniel Cowman.mp3,Daniel Cowman,Regina Spektor,Songs,2002,04:50,Vocal,mp3,160.68243057464946
Regina Spektor/Songs/07 Bon Idée.mp3,Bon Idée,Regina Spektor,Songs,2002,04:09,Vocal,mp3,146.03221777421936
Regina Spektor/Songs/08 Aching to Pupate.mp3,Aching to Pupate,Regina Spektor,Songs,2002,02:11,Vocal,mp3,129.08760900425878
Regina Spektor/Songs/09 Lounge.mp3,Lounge,Regina Spektor,Songs,2002,03:32,Vocal,mp3,167.02340666247642
Regina Spektor/Songs/10 Lacrimosa.mp3,Lacrimosa,Regina Spektor,Songs,2002,05:12,Vocal,mp3,159.49411915329466
Regina Spektor/Songs/11 Lulliby.mp3,Lulliby,Regina Spektor,Songs,2002,02:26,Vocal,mp3,163.36029492080831
Regina Spektor/Songs/12 Ne Me Quitte Pas.mp3,Ne Me Quitte Pas,Regina Spektor,Songs,2002,04:38,Vocal,mp3,147.22366116295763
Regina Spektor/What We Saw From The Cheap Seats/12 Call Them Brothers (ft.Only Son).mp3,Call Them Brothers (ft.Only Son),Regina Spektor,What We Saw From The Cheap Seats,Unavailable,02:41,Indie Rock,mp3,128.0
Regina Spektor/What We Saw From The Cheap Seats/13 The Prayer of François Villon (Molitva).mp3,The Prayer of François Villon (Molitva),Regina Spektor,What We Saw From The Cheap Seats,Unavailable,03:33,Indie Rock,mp3,128.0
Regina Spektor/What We Saw From The Cheap Seats/14 Old Jacket (Stariy Pedjak).mp3,Old Jacket (Stariy Pedjak),Regina Spektor,What We Saw From The Cheap Seats,Unavailable,02:04,Indie Rock,mp3,128.0
Róisín Murphy/Róisín Machine (Deluxe)/01. Simulation.mp3,Simulation,Róisín Murphy,Róisín Machine (Deluxe),Unavailable,08:29,Alternative Pop,mp3,320.0
Róisín Murphy/Róisín Machine (Deluxe)/02. Kingdom Of Ends.mp3,Kingdom Of Ends,Róisín Murphy,Róisín Machine (Deluxe),Unavailable,06:10,Alternative Pop,mp3,320.0
Róisín Murphy/Róisín Machine (Deluxe)/03. Something More.mp3,Something More,Róisín Murphy,Róisín Machine (Deluxe),Unavailable,06:49,Alternative Pop,mp3,320.0
Róisín Murphy/Róisín Machine (Deluxe)/04. Shellfish Mademoiselle.mp3,Shellfish Mademoiselle,Róisín Murphy,Róisín Machine (Deluxe),Unavailable,04:17,Alternative Pop,mp3,320.0
Róisín Murphy/Róisín Machine (Deluxe)/05. Incapable.mp3,Incapable,Róisín Murphy,Róisín Machine (Deluxe),Unavailable,03:45,Alternative Pop,mp3,320.0
Róisín Murphy/Róisín Machine (Deluxe)/06. We Got Together.mp3,We Got Together,Róisín Murphy,Róisín Machine (Deluxe),Unavailable,05:10,Alternative Pop,mp3,320.0
Róisín Murphy/Róisín Machine (Deluxe)/07. Murphy's Law.mp3,Murphy's Law,Róisín Murphy,Róisín Machine (Deluxe),Unavailable,06:21,Alternative Pop,mp3,320.0
Róisín Murphy/Róisín Machine (Deluxe)/08. Game Changer.mp3,Game Changer,Róisín Murphy,Róisín Machine (Deluxe),Unavailable,04:14,Alternative Pop,mp3,320.0
Róisín Murphy/Róisín Machine (Deluxe)/09. Narcissus.mp3,Narcissus,Róisín Murphy,Róisín Machine (Deluxe),Unavailable,04:55,Alternative Pop,mp3,320.0
Róisín Murphy/Róisín Machine (Deluxe)/10. Jealousy.mp3,Jealousy,Róisín Murphy,Róisín Machine (Deluxe),Unavailable,04:13,Alternative Pop,mp3,320.0
Róisín Murphy/Róisín Machine (Deluxe)/11. Incapable (Extended Mix).mp3,Incapable (Extended Mix),Róisín Murphy,Róisín Machine (Deluxe),Unavailable,08:25,Alternative Pop,mp3,320.0
Róisín Murphy/Róisín Machine (Deluxe)/12. Narcissus (Extended Mix).mp3,Narcissus (Extended Mix),Róisín Murphy,Róisín Machine (Deluxe),Unavailable,07:40,Alternative Pop,mp3,320.0
Róisín Murphy/Róisín Machine (Deluxe)/13. Murphy's Law (Extended Mix).mp3,Murphy's Law (Extended Mix),Róisín Murphy,Róisín Machine (Deluxe),Unavailable,08:00,Alternative Pop,mp3,320.0
Róisín Murphy/Róisín Machine (Deluxe)/14. Something More (Extended Mix).mp3,Something More (Extended Mix),Róisín Murphy,Róisín Machine (Deluxe),Unavailable,07:56,Alternative Pop,mp3,320.0
Róisín Murphy/Róisín Machine (Deluxe)/15. Simulation (Extended Mix).mp3,Simulation (Extended Mix),Róisín Murphy,Róisín Machine (Deluxe),Unavailable,11:37,Alternative Pop,mp3,320.0
Róisín Murphy/Róisín Machine (Deluxe)/16. Jealousy (Extended Mix).mp3,Jealousy (Extended Mix),Róisín Murphy,Róisín Machine (Deluxe),Unavailable,11:39,Alternative Pop,mp3,320.0
Sally Seltmann/Heart That's Pounding/01 Harmony To My Heartbeat.mp3,Harmony To My Heartbeat,Sally Seltmann,Heart That's Pounding,2010,03:55,Indie,mp3,320.0
Sally Seltmann/Heart That's Pounding/02 Set Me Free.mp3,Set Me Free,Sally Seltmann,Heart That's Pounding,2010,03:35,Indie,mp3,320.0
Sally Seltmann/Heart That's Pounding/03 On The Borderline.mp3,On The Borderline,Sally Seltmann,Heart That's Pounding,2010,04:01,Indie,mp3,320.0
Sally Seltmann/Heart That's Pounding/04 Book Song.mp3,Book Song,Sally Seltmann,Heart That's Pounding,2010,03:21,Indie,mp3,320.0
Sally Seltmann/Heart That's Pounding/05 Dream About Changing.mp3,Dream About Changing,Sally Seltmann,Heart That's Pounding,2010,03:29,Indie,mp3,320.0
Sally Seltmann/Heart That's Pounding/06 Heart That's Pounding.mp3,Heart That's Pounding,Sally Seltmann,Heart That's Pounding,2010,03:28,Indie,mp3,320.0
Sally Seltmann/Heart That's Pounding/07 I Tossed A Coin.mp3,I Tossed A Coin,Sally Seltmann,Heart That's Pounding,2010,03:17,Indie,mp3,320.0
Sally Seltmann/Heart That's Pounding/08 Happy.mp3,Happy,Sally Seltmann,Heart That's Pounding,2010,03:15,Indie,mp3,320.0
Sally Seltmann/Heart That's Pounding/09 The Truth.mp3,The Truth,Sally Seltmann,Heart That's Pounding,2010,03:30,Indie,mp3,320.0
Sally Seltmann/Heart That's Pounding/10 Sentimental Seeker.mp3,Sentimental Seeker,Sally Seltmann,Heart That's Pounding,2010,02:39,Indie,mp3,320.0
Sally Seltmann/Heart That's Pounding/11 5 Stars.mp3,5 Stars,Sally Seltmann,Heart That's Pounding,2010,03:01,Indie,mp3,320.0
Sally Seltmann/Heart That's Pounding/12 Dark Blue Angel.mp3,Dark Blue Angel,Sally Seltmann,Heart That's Pounding,2010,03:08,Indie,mp3,320.0
Sally Seltmann/Heart That's Pounding/13 You Don't Know Me Anymore.mp3,Unavailable,Unavailable,Unavailable,Unavailable,03:00,Unavailable,mp3,107.5111648914791
Sigur Rós/( )/01 Untitled 1 (_Vaka_).mp3,"Untitled 1 (""Vaka"")",Sigur Rós,( ),Unavailable,06:38,Rock,mp3,212.1587713721685
Sigur Rós/( )/02 Untitled 2 (_Fyrsta_).mp3,"Untitled 2 (""Fyrsta"")",Sigur Rós,( ),Unavailable,07:33,Rock,mp3,219.92796169550274
Sigur Rós/( )/03 Untitled 3 (_Samskeyti_).mp3,"Untitled 3 (""Samskeyti"")",Sigur Rós,( ),Unavailable,06:33,Rock,mp3,229.49535332994407
Sigur Rós/( )/04 Untitled 4 (_Njósnavélin_).mp3,"Untitled 4 (""Njósnavélin"")",Sigur Rós,( ),Unavailable,07:33,Rock,mp3,209.4858025781388
Sigur Rós/( )/05 Untitled 5 (_Álafoss_).mp3,"Untitled 5 (""Álafoss"")",Sigur Rós,( ),Unavailable,09:57,Rock,mp3,227.31218237842182
Sigur Rós/( )/06 Untitled 6 (_E-Bow_).mp3,"Untitled 6 (""E-Bow"")",Sigur Rós,( ),Unavailable,08:48,Rock,mp3,229.0488225940789
Sigur Rós/( )/07 Untitled 7 (_Dau›alagi›_).mp3,"Untitled 7 (""Dauðalagið"")",Sigur Rós,( ),Unavailable,13:00,Rock,mp3,234.7252923076923
Sigur Rós/( )/08 Untitled 8 (_Popplagi›_).mp3,"Untitled 8 (""Popplagið"")",Sigur Rós,( ),Unavailable,11:44,Rock,mp3,245.04650942860926
Sigur Rós/Takk.._/01 Intro.mp3,Intro,Sigur Rós,Takk...,2005,01:57,Unavailable,mp3,192.0
Sigur Rós/Takk.._/02 Glosoli.mp3,Glosoli,Sigur Rós,Takk...,2005,06:15,Unavailable,mp3,192.0
Sigur Rós/Takk.._/03 Hoppipolla.mp3,Hoppipolla,Sigur Rós,Takk...,2005,04:28,Unavailable,mp3,192.0
Sigur Rós/Takk.._/04 Hoppipolla Afturabak.mp3,Hoppipolla Afturabak,Sigur Rós,Takk...,2005,02:17,Unavailable,mp3,192.0
Sigur Rós/Takk.._/05 Hufupukar.mp3,Hufupukar,Sigur Rós,Takk...,2005,08:40,Unavailable,mp3,192.0
Sigur Rós/Takk.._/06 Saeglopur.mp3,Saeglopur,Sigur Rós,Takk...,2005,07:38,Unavailable,mp3,192.0
Sigur Rós/Takk.._/07 Milano.mp3,Milano,Sigur Rós,Takk...,2005,10:24,Unavailable,mp3,192.0
Sigur Rós/Takk.._/08 Gong.mp3,Gong,Sigur Rós,Takk...,2005,05:33,Unavailable,mp3,192.0
Sigur Rós/Takk.._/09 Gong Endir.mp3,Gong Endir,Sigur Rós,Takk...,2005,06:39,Unavailable,mp3,192.0
Sigur Rós/Takk.._/10 Sorglega.mp3,Sorglega,Sigur Rós,Takk...,2005,07:24,Unavailable,mp3,192.0
Sigur Rós/Takk.._/11 Heysatan.mp3,Heysatan,Sigur Rós,Takk...,2005,04:09,Unavailable,mp3,192.0
Sigur Rós/Valtari/01 Ég Anda.mp3,Ég Anda,Sigur Rós,Valtari,2012,06:15,Alternative,mp3,261.0121228448276
Sigur Rós/Valtari/02 Ekki Múkk.mp3,Ekki Múkk,Sigur Rós,Valtari,2012,07:44,Alternative,mp3,264.73224832031246
Sigur Rós/Valtari/03 Varú›.mp3,Varúð,Sigur Rós,Valtari,2012,06:36,Alternative,mp3,258.1230221252852
Sigur Rós/Valtari/04 Rembihnútur.mp3,Rembihnútur,Sigur Rós,Valtari,2012,05:05,Alternative,mp3,260.5741827682514
Sigur Rós/Valtari/05 Dau›alogn.mp3,Dauðalogn,Sigur Rós,Valtari,2012,06:36,Alternative,mp3,250.4334057305689
Sigur Rós/Valtari/06 Var›eldur.mp3,Varðeldur,Sigur Rós,Valtari,2012,06:07,Alternative,mp3,243.27131880326706
Sigur Rós/Valtari/07 Valtari.mp3,Valtari,Sigur Rós,Valtari,2012,08:18,Alternative,mp3,258.58673697443777
Sigur Rós/Valtari/08 Fjögur Píanó.mp3,Fjögur Píanó,Sigur Rós,Valtari,2012,07:50,Alternative,mp3,254.69810073235192
Snail Mail/Lush/01 Intro.mp3,Intro,Snail Mail,Lush,2018,01:12,Unavailable,mp3,320.0
Snail Mail/Lush/02 Pristine.mp3,Pristine,Snail Mail,Lush,2018,04:55,Unavailable,mp3,320.0
Snail Mail/Lush/03 Speaking Terms.mp3,Speaking Terms,Snail Mail,Lush,2018,03:53,Unavailable,mp3,320.0
Snail Mail/Lush/04 Heat Wave.mp3,Heat Wave,Snail Mail,Lush,2018,05:08,Unavailable,mp3,320.0
Snail Mail/Lush/05 Stick.mp3,Stick,Snail Mail,Lush,2018,05:13,Unavailable,mp3,320.0
Snail Mail/Lush/06 Let's Find An Out.mp3,Let's Find An Out,Snail Mail,Lush,2018,02:13,Unavailable,mp3,320.0
Snail Mail/Lush/07 Golden Dream.mp3,Golden Dream,Snail Mail,Lush,2018,03:27,Unavailable,mp3,320.0
Snail Mail/Lush/08 Full Control.mp3,Full Control,Snail Mail,Lush,2018,02:55,Unavailable,mp3,320.0
Snail Mail/Lush/09 Deep Sea.mp3,Deep Sea,Snail Mail,Lush,2018,04:42,Unavailable,mp3,320.0
Snail Mail/Lush/10 Anytime.mp3,Anytime,Snail Mail,Lush,2018,04:38,Unavailable,mp3,320.0
Sufjan Stevens/Carrie & Lowell/No Shade in the Shadow of the Cross.mp3,Unavailable,Sufjan Stevens,Carrie & Lowell,Unavailable,02:39,Unavailable,mp3,128.0
Sufjan Stevens/Carrie & Lowell/Should Have Known Better.mp3,Unavailable,Sufjan Stevens,Carrie & Lowell,Unavailable,05:05,Unavailable,mp3,128.0
Sufjan Stevens/Carrie & Lowell/The Only Thing.mp3,Unavailable,Sufjan Stevens,Carrie & Lowell,Unavailable,04:41,Unavailable,mp3,128.0
"Sufjan Stevens/Michigan/For the Widows in Paradise, for the Fatherless in Ypsilanti.mp3","For the Widows in Paradise, for the Fatherless in Ypsilanti",Sufjan Stevens,Michigan,Unavailable,03:58,Unavailable,mp3,128.0
Sufjan Stevens/The Ascension/01 Make Me An Offer I Cannot Refuse.mp3,Make Me An Offer I Cannot Refuse,Sufjan Stevens,The Ascension,2020,05:19,Indie,mp3,320.0
Sufjan Stevens/The Ascension/02 Run Away With Me.mp3,Run Away With Me,Sufjan Stevens,The Ascension,2020,04:07,Indie,mp3,320.0
Sufjan Stevens/The Ascension/03 Video Game.mp3,Video Game,Sufjan Stevens,The Ascension,2020,04:15,Indie,mp3,320.0
Sufjan Stevens/The Ascension/04 Lamentations.mp3,Lamentations,Sufjan Stevens,The Ascension,2020,03:42,Indie,mp3,320.0
Sufjan Stevens/The Ascension/05 Tell Me You Love Me.mp3,Tell Me You Love Me,Sufjan Stevens,The Ascension,2020,04:21,Indie,mp3,320.0
Sufjan Stevens/The Ascension/06 Die Happy.mp3,Die Happy,Sufjan Stevens,The Ascension,2020,05:46,Indie,mp3,320.0
Sufjan Stevens/The Ascension/07 Ativan.mp3,Ativan,Sufjan Stevens,The Ascension,2020,06:32,Indie,mp3,320.0
Sufjan Stevens/The Ascension/08 Ursa Major.mp3,Ursa Major,Sufjan Stevens,The Ascension,2020,03:43,Indie,mp3,320.0
Sufjan Stevens/The Ascension/09 Landslide.mp3,Landslide,Sufjan Stevens,The Ascension,2020,05:04,Indie,mp3,320.0
Sufjan Stevens/The Ascension/10 Gilgamesh.mp3,Gilgamesh,Sufjan Stevens,The Ascension,2020,03:50,Indie,mp3,320.0
Sufjan Stevens/The Ascension/11 Death Star.mp3,Death Star,Sufjan Stevens,The Ascension,2020,04:04,Indie,mp3,320.0
Sufjan Stevens/The Ascension/12 Goodbye To All That.mp3,Goodbye To All That,Sufjan Stevens,The Ascension,2020,03:48,Indie,mp3,320.0
Sufjan Stevens/The Ascension/13 Sugar.mp3,Sugar,Sufjan Stevens,The Ascension,2020,07:36,Indie,mp3,320.0
Sufjan Stevens/The Ascension/14 The Ascension.mp3,The Ascension,Sufjan Stevens,The Ascension,2020,05:56,Indie,mp3,320.0
Sufjan Stevens/The Ascension/15 America.mp3,America,Sufjan Stevens,The Ascension,2020,12:30,Indie,mp3,320.0
Taylor Swift/1989 (Deluxe)/01 Welcome to New York.mp3,Welcome to New York,Taylor Swift ,1989 (Deluxe),2014,03:32,Pop,mp3,320.0
Taylor Swift/1989 (Deluxe)/02 Blank Space.mp3,Blank Space,Taylor Swift ,1989 (Deluxe),2014,03:51,Pop,mp3,320.0
Taylor Swift/1989 (Deluxe)/03 Style.mp3,Style,Taylor Swift ,1989 (Deluxe),2014,03:50,Pop,mp3,320.0
Taylor Swift/1989 (Deluxe)/04 Out of the Woods.mp3,Out of the Woods,Taylor Swift ,1989 (Deluxe),2014,03:55,Pop,mp3,320.0
Taylor Swift/1989 (Deluxe)/05 All You Had To Do Was Stay.mp3,All You Had To Do Was Stay,Taylor Swift ,1989 (Deluxe),2014,03:12,Pop,mp3,320.0
Taylor Swift/1989 (Deluxe)/06 Shake It Off.mp3,Shake It Off,Taylor Swift ,1989 (Deluxe),2014,03:38,Pop,mp3,320.0
Taylor Swift/1989 (Deluxe)/07 I Wish You Would.mp3,I Wish You Would,Taylor Swift ,1989 (Deluxe),2014,03:26,Pop,mp3,320.0
Taylor Swift/1989 (Deluxe)/08 Bad Blood.mp3,Bad Blood,Taylor Swift ,1989 (Deluxe),2014,03:31,Pop,mp3,320.0
Taylor Swift/1989 (Deluxe)/09 Wildest Dreams.mp3,Wildest Dreams,Taylor Swift ,1989 (Deluxe),2014,03:39,Pop,mp3,320.0
Taylor Swift/1989 (Deluxe)/10 How You Get the Girl.mp3,How You Get the Girl,Taylor Swift ,1989 (Deluxe),2014,04:07,Pop,mp3,320.0
Taylor Swift/1989 (Deluxe)/11 This Love.mp3,This Love,Taylor Swift ,1989 (Deluxe),2014,04:09,Pop,mp3,320.0
Taylor Swift/1989 (Deluxe)/12 I Know Places.mp3,I Know Places,Taylor Swift ,1989 (Deluxe),2014,03:15,Pop,mp3,320.0
Taylor Swift/1989 (Deluxe)/13 Clean.mp3,Clean,Taylor Swift ,1989 (Deluxe),2014,03:22,Pop,mp3,320.0
Taylor Swift/folklore/01 the 1.mp3,the 1,Taylor Swift,folklore,2020,03:30,Alternative,mp3,320.0
Taylor Swift/folklore/02 cardigan.mp3,cardigan,Taylor Swift,folklore,2020,03:59,Alternative,mp3,320.0
Taylor Swift/folklore/03 the last great american dynasty.mp3,the last great american dynasty,Taylor Swift,folklore,2020,03:51,Alternative,mp3,320.0
Taylor Swift/folklore/04 exile.mp3,exile,"Taylor Swift, Bon Iver",folklore,2020,04:45,Alternative,mp3,320.0
Taylor Swift/folklore/05 my tears ricochet.mp3,my tears ricochet,Taylor Swift,folklore,2020,04:15,Alternative,mp3,320.0
Taylor Swift/folklore/06 mirrorball.mp3,mirrorball,Taylor Swift,folklore,2020,03:29,Alternative,mp3,320.0
Taylor Swift/folklore/07 seven.mp3,seven,Taylor Swift,folklore,2020,03:28,Alternative,mp3,320.0
Taylor Swift/folklore/08 august.mp3,august,Taylor Swift,folklore,2020,04:21,Alternative,mp3,320.0
Taylor Swift/folklore/09 this is me trying.mp3,this is me trying,Taylor Swift,folklore,2020,03:15,Alternative,mp3,320.0
Taylor Swift/folklore/10 illicit affairs.mp3,illicit affairs,Taylor Swift,folklore,2020,03:10,Alternative,mp3,320.0
Taylor Swift/folklore/11 invisible string.mp3,invisible string,Taylor Swift,folklore,2020,04:12,Alternative,mp3,320.0
Taylor Swift/folklore/12 mad woman.mp3,mad woman,Taylor Swift,folklore,2020,03:57,Alternative,mp3,320.0
Taylor Swift/folklore/13 epiphany.mp3,epiphany,Taylor Swift,folklore,2020,04:49,Alternative,mp3,320.0
Taylor Swift/folklore/14 betty.mp3,betty,Taylor Swift,folklore,2020,04:54,Alternative,mp3,320.0
Taylor Swift/folklore/15 peace.mp3,peace,Taylor Swift,folklore,2020,03:54,Alternative,mp3,320.0
Taylor Swift/folklore/16 hoax.mp3,hoax,Taylor Swift,folklore,2020,03:40,Alternative,mp3,320.0
The 1975/The 1975/01 The 1975.mp3,The 1975,The 1975,The 1975,2013,01:19,Alternative Rock,mp3,320.0
The 1975/The 1975/02 The City.mp3,The City,The 1975,The 1975,Unavailable,03:44,Alternative Rock,mp3,320.0
The 1975/The 1975/03 M.O.N.E.Y.mp3,M.O.N.E.Y,The 1975,The 1975,2013,03:36,Alternative Rock,mp3,320.0
The 1975/The 1975/04 Chocolate.mp3,Chocolate,The 1975,The 1975,2013,03:44,Alternative Rock,mp3,320.0
The 1975/The 1975/05 Sex.mp3,Sex,The 1975,The 1975,Unavailable,03:28,Alternative Rock,mp3,320.0
The 1975/The 1975/06 Talk!.mp3,Talk!,The 1975,The 1975,2013,02:47,Alternative Rock,mp3,320.0
The 1975/The 1975/07 An Encounter.mp3,An Encounter,The 1975,The 1975,2013,01:14,Alternative Rock,mp3,320.0
The 1975/The 1975/08 Heart Out.mp3,Heart Out,The 1975,The 1975,2013,03:22,Alternative Rock,mp3,320.0
The 1975/The 1975/09 Settle Down.mp3,Settle Down,The 1975,The 1975,2013,03:59,Alternative Rock,mp3,320.0
The 1975/The 1975/10 Robbers.mp3,Robbers,The 1975,The 1975,2013,04:14,Alternative Rock,mp3,320.0
The 1975/The 1975/11 Girls.mp3,Girls,The 1975,The 1975,2013,04:14,Alternative Rock,mp3,320.0
The 1975/The 1975/12 12.mp3,12,The 1975,The 1975,2013,01:19,Alternative Rock,mp3,320.0
The 1975/The 1975/13 She Way Out.mp3,She Way Out,The 1975,The 1975,2013,03:59,Alternative Rock,mp3,320.0
The 1975/The 1975/14 Menswear.mp3,Menswear,The 1975,The 1975,2013,03:26,Alternative Rock,mp3,320.0
The 1975/The 1975/15 Pressure.mp3,Pressure,The 1975,The 1975,2013,03:41,Alternative Rock,mp3,320.0
The 1975/The 1975/16 Is There Somebody Who Can Watch You.mp3,Is There Somebody Who Can Watch You,The 1975,The 1975,2013,02:54,Alternative Rock,mp3,320.0
The Avalanches/We Will Always Love You/01 Ghost Story.mp3,Ghost Story,"The Avalanches, Orono",We Will Always Love You,Unavailable,01:21,Alternative,mp3,320.0
The Avalanches/We Will Always Love You/02 Song For Barbara Payton.mp3,Song For Barbara Payton,The Avalanches,We Will Always Love You,Unavailable,01:38,Alternative,mp3,320.0
The Avalanches/We Will Always Love You/03 We Will Always Love You.mp3,We Will Always Love You,"The Avalanches, Blood Orange",We Will Always Love You,Unavailable,02:47,Alternative,mp3,320.0
The Avalanches/We Will Always Love You/04 The Divine Chord.mp3,The Divine Chord,"The Avalanches, MGMT, Johnny Marr",We Will Always Love You,Unavailable,03:02,Alternative,mp3,320.0
The Avalanches/We Will Always Love You/05 Solitary Ceremonies.mp3,Solitary Ceremonies,The Avalanches,We Will Always Love You,Unavailable,01:12,Alternative,mp3,320.0
The Avalanches/We Will Always Love You/06 Interstellar Love.mp3,Interstellar Love,"The Avalanches, Leon Bridges",We Will Always Love You,Unavailable,03:32,Alternative,mp3,320.0
The Avalanches/We Will Always Love You/07 Ghost Story Pt. 2.mp3,Ghost Story Pt. 2,"The Avalanches, Leon Bridges, Orono",We Will Always Love You,Unavailable,01:12,Alternative,mp3,320.0
The Avalanches/We Will Always Love You/08 Reflecting Light.mp3,Reflecting Light,"The Avalanches, Sananda Maitreya, Vashti Bunyan",We Will Always Love You,Unavailable,04:13,Alternative,mp3,320.0
The Avalanches/We Will Always Love You/09 Carrier Waves.mp3,Carrier Waves,The Avalanches,We Will Always Love You,Unavailable,00:56,Alternative,mp3,320.0
The Avalanches/We Will Always Love You/10 Oh The Sunn!.mp3,Oh The Sunn!,"The Avalanches, Perry Farrell",We Will Always Love You,Unavailable,02:14,Alternative,mp3,320.0
The Avalanches/We Will Always Love You/11 We Go On.mp3,We Go On,"The Avalanches, Cola Boyy, Mick Jones",We Will Always Love You,Unavailable,03:54,Alternative,mp3,320.0
The Avalanches/We Will Always Love You/12 Star Song.IMG.mp3,Star Song.IMG,The Avalanches,We Will Always Love You,Unavailable,00:09,Alternative,mp3,320.0
The Avalanches/We Will Always Love You/13 Until Daylight Comes.mp3,Until Daylight Comes,"The Avalanches, Tricky",We Will Always Love You,Unavailable,02:23,Alternative,mp3,320.0
The Avalanches/We Will Always Love You/14 Wherever You Go.mp3,Wherever You Go,"The Avalanches, Jamie xx, Neneh Cherry, Clypso",We Will Always Love You,Unavailable,05:40,Alternative,mp3,320.0
The Avalanches/We Will Always Love You/15 Music Makes Me High.mp3,Music Makes Me High,The Avalanches,We Will Always Love You,Unavailable,03:15,Alternative,mp3,320.0
The Avalanches/We Will Always Love You/16 Pink Champagne.mp3,Pink Champagne,The Avalanches,We Will Always Love You,Unavailable,00:11,Alternative,mp3,320.0
The Avalanches/We Will Always Love You/17 Take Care In Your Dreaming.mp3,Take Care In Your Dreaming,"The Avalanches, Tricky, Denzel Curry, Sampa the Great",We Will Always Love You,Unavailable,04:51,Alternative,mp3,320.0
The Avalanches/We Will Always Love You/18 Overcome.mp3,Overcome,The Avalanches,We Will Always Love You,Unavailable,03:24,Alternative,mp3,320.0
The Avalanches/We Will Always Love You/19 Gold Sky.mp3,Gold Sky,"The Avalanches, Kurt Vile",We Will Always Love You,Unavailable,04:20,Alternative,mp3,320.0
The Avalanches/We Will Always Love You/20 Always Black.mp3,Always Black,"The Avalanches, Pink Siifu",We Will Always Love You,Unavailable,03:30,Alternative,mp3,320.0
The Avalanches/We Will Always Love You/21 Dial D For Devotion.mp3,Dial D For Devotion,"The Avalanches, Karen O",We Will Always Love You,Unavailable,00:30,Alternative,mp3,320.0
The Avalanches/We Will Always Love You/22 Running Red Lights.mp3,Running Red Lights,"The Avalanches, Rivers Cuomo, Pink Siifu",We Will Always Love You,Unavailable,04:31,Alternative,mp3,320.0
The Avalanches/We Will Always Love You/23 Born To Lose.mp3,Born To Lose,The Avalanches,We Will Always Love You,Unavailable,04:45,Alternative,mp3,320.0
The Avalanches/We Will Always Love You/24 Music Is The Light.mp3,Music Is The Light,"The Avalanches, Cornelius, Kelly Moran",We Will Always Love You,Unavailable,03:02,Alternative,mp3,320.0
The Avalanches/We Will Always Love You/25 Weightless.mp3,Weightless,The Avalanches,We Will Always Love You,Unavailable,02:52,Alternative,mp3,320.0
The Japanese House/Good At Falling [Explicit]/01 went to meet her (intro).mp3,went to meet her (intro),The Japanese House,Good At Falling [Explicit],2019,02:31,Unavailable,mp3,320.0
The Japanese House/Good At Falling [Explicit]/02 Maybe You're the Reason.mp3,Maybe You're the Reason,The Japanese House,Good At Falling [Explicit],2019,03:39,Unavailable,mp3,320.0
The Japanese House/Good At Falling [Explicit]/03 We Talk all the Time [Explicit].mp3,We Talk all the Time [Explicit],The Japanese House,Good At Falling [Explicit],2019,03:15,Unavailable,mp3,320.0
The Japanese House/Good At Falling [Explicit]/04 Wild.mp3,Wild,The Japanese House,Good At Falling [Explicit],2019,03:43,Unavailable,mp3,320.0
The Japanese House/Good At Falling [Explicit]/05 You Seemed so Happy.mp3,You Seemed so Happy,The Japanese House,Good At Falling [Explicit],2019,02:42,Unavailable,mp3,320.0
The Japanese House/Good At Falling [Explicit]/06 Follow My Girl.mp3,Follow My Girl,The Japanese House,Good At Falling [Explicit],2019,04:04,Unavailable,mp3,320.0
The Japanese House/Good At Falling [Explicit]/07 somethingfartoogoodtofeel.mp3,somethingfartoogoodtofeel,The Japanese House,Good At Falling [Explicit],2019,04:25,Unavailable,mp3,320.0
The Japanese House/Good At Falling [Explicit]/08 Lilo.mp3,Lilo,The Japanese House,Good At Falling [Explicit],2019,04:10,Unavailable,mp3,320.0
The Japanese House/Good At Falling [Explicit]/09 Everybody Hates Me.mp3,Everybody Hates Me,The Japanese House,Good At Falling [Explicit],2019,03:09,Unavailable,mp3,320.0
The Japanese House/Good At Falling [Explicit]/10 Marika Is Sleeping.mp3,Marika Is Sleeping,The Japanese House,Good At Falling [Explicit],2019,03:03,Unavailable,mp3,320.0
The Japanese House/Good At Falling [Explicit]/11 Worms.mp3,Worms,The Japanese House,Good At Falling [Explicit],2019,03:18,Unavailable,mp3,320.0
